"Codigo","Nombre","Categoria","Tecnologia","Estado","Departamento","Municipio","Ubicación","Altitud","LONGITUD","LATITUD","Fecha_instalacion","Fecha_suspension","Area Operativa","Corriente","Area Hidrografica","Zona Hidrografica","Subzona hidrografica","Entidad"
"0024030700","COVARACHIA [24030700]","Pluviométrica","Convencional","Activa","Boyacá","Covarachía","    (-72.739228889, 6.500608056)","2,244","-72.739228889","6.500608056","15/06/1974",,"Area Operativa 06 - Boyacá-Casanare-Vichada",,"Magdalena Cauca","Sogamoso","Río Chicamocha","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"0035075040","INSTITUCION AGRICOLA MACANAL [35075040]","Climatológica Principal","Convencional","Activa","Boyacá","Macanal","    (-73.316151944, 4.974416111)","1,742","-73.316151944","4.974416111","15/07/1982",,"Area Operativa 06 - Boyacá-Casanare-Vichada",,"Orinoco","Meta","Río Garagoa","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"0035070170","NAZARETH [35070170]","Pluviométrica","Convencional","Activa","Boyacá","Santa María","    (-73.219595, 4.735228889)","439","-73.219595","4.735228889","15/09/1972",,"Area Operativa 06 - Boyacá-Casanare-Vichada",,"Orinoco","Meta","Río Guavio","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"0035190030","CHAMEZA [35190030]","Pluviográfica","Convencional","Activa","Casanare","Chámeza","    (-72.871813889, 5.215341944)","1,129","-72.871813889","5.215341944","15/11/1974",,"Area Operativa 06 - Boyacá-Casanare-Vichada",,"Orinoco","Meta","Río Cusiana","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"0035060220","LA GLORIA [35060220]","Pluviométrica","Convencional","Activa","Cundinamarca","Ubalá","    (-73.41977778, 4.815694444)","1,845","-73.41977778","4.815694444","15/09/1964",,"Area Operativa 11 - Cundinamarca-Amazonas",,"Orinoco","Meta","Río Guavio","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"0023197510","LADRILLERA  [23197510]","Limnimétrica","Convencional","Activa","Santander","Bucaramanga","    (-73.13333333, 7.116666667)","880","-73.13333333","7.116666667","15/09/1981",,"Area Operativa 08 - Santanderes-Arauca","QUEBRADA IGLESIA","Magdalena Cauca","Medio Magdalena","Río Lebrija y otros directos al Magdalena","PROYECTO COLOMBO - HOLANDÉS"
"2615700040","AGUAS DE MANIZALES - AUT  [2615700040]","Limnigráfica","Automática con Telemetría","Activa","Caldas","Manizales","    (-75.490305556, 5.089916667)","1,659","-75.490305556","5.089916667","04/07/2018",,"Area Operativa 09 - Cauca-Valle-Caldas","QUEBRADA EL GUAMO","Magdalena Cauca","Cauca","Río Chinchiná","CORPORACIÓN AUTÓNOMA REGIONAL DE CALDAS"
"0024035360","SOCHA - AUT [24035360]","Climatológica Ordinaria","Automática con Telemetría","Activa","Boyacá","Socha","    (-72.716411111, 5.983911944)","2,496","-72.716411111","5.983911944","10/12/2004",,"Area Operativa 06 - Boyacá-Casanare-Vichada",,"Magdalena Cauca","Sogamoso","Río Chicamocha","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"0024030860","LA CAPILLA [24030860]","Pluviométrica","Convencional","Activa","Boyacá","Tutazá","    (-72.866663889, 6.101455)","3,292","-72.866663889","6.101455","15/08/1980",,"Area Operativa 06 - Boyacá-Casanare-Vichada",,"Magdalena Cauca","Sogamoso","Río Chicamocha","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"0026090930","PICHICHI  [26090930]","Pluviométrica","Convencional","Activa","Valle Del Cauca","Guacarí","    (-76.28333333, 3.783333333)","1,029","-76.28333333","3.783333333","15/01/1969",,"Area Operativa 09 - Cauca-Valle-Caldas",,"Magdalena Cauca","Cauca","Ríos Guabas,Sabaletas y Sonso","ESTACIONES PARTICULARES"
"3503500395","LAGUNA NEGRA AUT - [3503500395]","Climatológica Principal","Automática con Telemetría","Activa","Cundinamarca","Fómeque","    (-73.771518889, 4.591235)","3,719","-73.771518889","4.591235","11/12/2023",,"Area Operativa 11 - Cundinamarca-Amazonas",,"Orinoco","Meta","Río Guatiquía","PARQUES NACIONALES NATURALES"
"0024030160","TASCO [24030160]","Pluviométrica","Convencional","Activa","Boyacá","Tasco","    (-72.783806944, 5.909336944)","2,502","-72.783806944","5.909336944","15/10/1957",,"Area Operativa 06 - Boyacá-Casanare-Vichada",,"Magdalena Cauca","Sogamoso","Río Chicamocha","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"0024030230","IZA [24030230]","Pluviométrica","Convencional","Activa","Boyacá","Iza","    (-72.976055, 5.6157)","2,595","-72.976055","5.6157","15/02/1958",,"Area Operativa 06 - Boyacá-Casanare-Vichada",,"Magdalena Cauca","Sogamoso","Río Chicamocha","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"0035057040","PUENTE CARRETERA QDA SALINAS [35057040]","Limnimétrica","Convencional","Activa","Meta","Restrepo","    (-73.570101, 4.198344444)","390","-73.570101","4.198344444","15/10/1978",,"Area Operativa 03 - Meta-Guaviare-Guainía","RÍO SALINAS","Orinoco","Meta","Río Guatiquía","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"0035210050","CHAPARRERA LA [35210050]","Pluviográfica","Convencional","Activa","Casanare","Yopal","    (-72.226031111, 5.495411111)","248","-72.226031111","5.495411111","15/11/1995",,"Area Operativa 06 - Boyacá-Casanare-Vichada",,"Orinoco","Meta","Río Cravo Sur","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"0021205380","HIPOTECHO  [21205380]","Climatológica Ordinaria","Convencional","Activa","Bogotá","Bogotá, D.C","    (-74.13333333, 4.633333333)","2,550","-74.13333333","4.633333333","15/05/1957",,"Area Operativa 11 - Cundinamarca-Amazonas",,"Magdalena Cauca","Alto Magdalena","Río Bogotá","EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P"
"0035190010","CINTAS LAS [35190010]","Pluviográfica","Convencional","Activa","Boyacá","Sogamoso","    (-72.86766667, 5.614138889)","3,400","-72.86766667","5.614138889","15/02/1971",,"Area Operativa 06 - Boyacá-Casanare-Vichada",,"Orinoco","Meta","Lago de Tota","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"0024030380","SOTAQUIRA [24030380]","Pluviométrica","Convencional","Activa","Boyacá","Sotaquirá","    (-73.24739, 5.765953889)","2,684","-73.24739","5.765953889","15/09/1960",,"Area Operativa 06 - Boyacá-Casanare-Vichada",,"Magdalena Cauca","Sogamoso","Río Chicamocha","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"0024030850","ASERRIO EL [24030850]","Pluviométrica","Convencional","Activa","Santander","Onzaga","    (-72.816223889, 6.340681111)","1,948","-72.816223889","6.340681111","15/08/1980",,"Area Operativa 08 - Santanderes-Arauca",,"Magdalena Cauca","Sogamoso","Río Chicamocha","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"0035070020","VENTAQUEMADA [35070020]","Pluviométrica","Convencional","Activa","Boyacá","Ventaquemada","    (-73.519026111, 5.372746944)","2,645","-73.519026111","5.372746944","15/03/1956",,"Area Operativa 06 - Boyacá-Casanare-Vichada",,"Orinoco","Meta","Río Garagoa","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"3701500117","EL PORTILLO - AUT   [3701500117]","Climatológica Principal","Automática con Telemetría","En Mantenimiento","Norte De Santander","Silos","    (-72.55028, 7.40122)","3,926","-72.55028","7.40122","03/07/2017",,"Area Operativa 08 - Santanderes-Arauca",,"Orinoco","Arauca","Río Chítaga","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"0029047070","SAN PEDRITO - AUT [29047070]","Limnigráfica","Automática con Telemetría, Convencional","Activa","Atlantico","Suan","    (-74.90786111, 10.26822222)","8","-74.90786111","10.26822222","15/05/1978",,"Area Operativa 02 - Atlántico-Bolivar-Sucre","MAGDALENA","Magdalena Cauca","Bajo Magdalena","Canal del Dique margen derecho","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"0035230030","TABLON DE TAMARA [35230030]","Pluviográfica","Convencional","Activa","Casanare","Támara","    (-72.103456111, 5.729565)","500","-72.103456111","5.729565","15/10/1960",,"Area Operativa 06 - Boyacá-Casanare-Vichada",,"Orinoco","Meta","Río Pauto","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"2619000017","ANDES - SAN AGUSTÍN - AUT  [2619000017]","Pluviográfica","Automática con Telemetría","En Mantenimiento","Antioquia","Andes","    (-75.943138889, 5.619916667)","1,944","-75.943138889","5.619916667","26/10/2017",,"Area Operativa 01 - Antioquia-Chocó",,"Magdalena Cauca","Cauca","Río San Juan","CORPORACIÓN AUTÓNOMA REGIONAL DE ANTIOQUIA"
"0035070310","TEATINOS [35070310]","Pluviográfica","Automática con Telemetría, Convencional","Activa","Boyacá","Samacá","    (-73.540273889, 5.421511111)","3,257","-73.540273889","5.421511111","15/04/1990",,"Area Operativa 06 - Boyacá-Casanare-Vichada",,"Orinoco","Meta","Río Garagoa","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"2319500043","FLORIDABLANCA - AUT   [2319500043]","Climatológica Principal","Automática con Telemetría","Activa","Santander","Floridablanca","    (-73.090627, 7.056797)","894","-73.090627","7.056797","11/04/2018",,"Area Operativa 08 - Santanderes-Arauca",,"Magdalena Cauca","Medio Magdalena","Río Lebrija y otros directos al Magdalena","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"0024030200","SAN JOAQUIN [24030200]","Pluviométrica","Convencional","Activa","Santander","San Joaquín","    (-72.866376944, 6.429456111)","1,977","-72.866376944","6.429456111","15/02/1958",,"Area Operativa 08 - Santanderes-Arauca",,"Magdalena Cauca","Sogamoso","Río Chicamocha","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"0024030820","AZULEJOS LOS [24030820]","Pluviográfica","Convencional","Activa","Boyacá","Tuta","    (-73.208703056, 5.664273889)","2,680","-73.208703056","5.664273889","15/06/1976",,"Area Operativa 06 - Boyacá-Casanare-Vichada",,"Magdalena Cauca","Sogamoso","Río Chicamocha","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"0035085070","SANTA MARIA - AUT [35085070]","Climatológica Ordinaria","Automática con Telemetría","Activa","Boyacá","Santa María","    (-73.253203889, 4.838436944)","1,270","-73.253203889","4.838436944","10/03/2005",,"Area Operativa 06 - Boyacá-Casanare-Vichada",,"Orinoco","Meta","Río Garagoa","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"0035235050","TAMARA - AUT [35235050]","Climatológica Ordinaria","Automática con Telemetría, Convencional","Activa","Boyacá","Cuítiva","    (-72.941086111, 5.574838056)","1,008","-72.941086111","5.574838056","23/08/2017",,"Area Operativa 06 - Boyacá-Casanare-Vichada",,"Orinoco","Meta","Lago de Tota","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"0023087190","LA GARRUCHA - AUT [23087190]","Limnigráfica","Automática con Telemetría, Convencional","En Mantenimiento","Antioquia","San Luis","    (-74.93825, 5.998361111)","980","-74.93825","5.998361111","15/06/1973",,"Area Operativa 01 - Antioquia-Chocó","SAMANÁ NORTE","Magdalena Cauca","Medio Magdalena","Río Nare","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"0035070210","PACHAVITA [35070210]","Pluviométrica","Convencional","Activa","Boyacá","Pachavita","    (-73.395288056, 5.138021944)","1,967","-73.395288056","5.138021944","15/03/1976",,"Area Operativa 06 - Boyacá-Casanare-Vichada",,"Orinoco","Meta","Río Garagoa","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"0054017030","ISTMINA - AUT [54017030]","Limnigráfica","Automática sin Telemetría","Activa","Choco","Istmina","    (-76.68286111, 5.154166667)","68","-76.68286111","5.154166667","15/07/1973",,"Area Operativa 09 - Cauca-Valle-Caldas","SAN JUAN","Pacifico","San Juán","Río San Juan Alto","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"0024035320","SATIVANORTE [24035320]","Climatológica Ordinaria","Convencional","Activa","Boyacá","Sativanorte","    (-72.699673056, 6.137403056)","2,730","-72.699673056","6.137403056","15/06/1974",,"Area Operativa 06 - Boyacá-Casanare-Vichada",,"Magdalena Cauca","Sogamoso","Río Chicamocha","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"0024030580","JERICO [24030580]","Pluviométrica","Convencional","Activa","Boyacá","Jericó","    (-72.590086111, 6.140623889)","2,870","-72.590086111","6.140623889","15/06/1971",,"Area Operativa 06 - Boyacá-Casanare-Vichada",,"Magdalena Cauca","Sogamoso","Río Chicamocha","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"2108700212","PTE SALAZAR  [2108700212]","Limnimétrica","Convencional","Activa","Huila","Yaguará","    (-75.5475, 2.647777778)","597","-75.5475","2.647777778","17/10/2020",,"Area Operativa 04 - Huila-Caquetá","PEDERNAL","Magdalena Cauca","Alto Magdalena","Río Yaguará y Río Iquira","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"0024010180","RAQUIRA [24010180]","Pluviométrica","Convencional","Activa","Boyacá","Ráquira","    (-73.633126944, 5.533148056)","2,172","-73.633126944","5.533148056","15/01/1958",,"Area Operativa 06 - Boyacá-Casanare-Vichada",,"Magdalena Cauca","Sogamoso","Río Suárez","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"2208500337","C.E. LAS LAGUNAS [2208500337]","Agrometeorológica","Automática con Telemetría","Activa","Tolima","Saldaña","    (-74.985222222, 3.912972222)","304","-74.985222222","3.912972222","18/12/2019",,"Area Operativa 10 - Tolima",,"Magdalena Cauca","Saldaña","Bajo Saldaña","FEDERACIÓN NACIONAL DE ARROCEROS"
"0035080060","CEDROS LOS [35080060]","Pluviométrica","Convencional","Activa","Boyacá","Campohermoso","    (-73.203998889, 5.012653889)","1,432","-73.203998889","5.012653889","15/12/1975",,"Area Operativa 06 - Boyacá-Casanare-Vichada",,"Orinoco","Meta","Río Lengupá","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"0035070180","SANTA MARIA [35070180]","Pluviográfica","Convencional","Activa","Boyacá","Santa María","    (-73.258103056, 4.860123889)","987","-73.258103056","4.860123889","15/01/1957",,"Area Operativa 06 - Boyacá-Casanare-Vichada",,"Orinoco","Meta","Río Garagoa","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"0035090070","GUAMO DE SISBACA [35090070]","Pluviométrica","Automática con Telemetría, Convencional","Activa","Boyacá","Aquitania","    (-72.923773056, 5.379936944)","2,399","-72.923773056","5.379936944","15/06/1981",,"Area Operativa 06 - Boyacá-Casanare-Vichada",,"Orinoco","Meta","Río Upía","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"0026120170","PIJAO [26120170]","Pluviométrica","Convencional","Activa","Quindío","Pijao","    (-75.70627778, 4.33275)","1,685","-75.70627778","4.33275","15/11/1974",,"Area Operativa 09 - Cauca-Valle-Caldas",,"Magdalena Cauca","Cauca","Río La Vieja","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"2120000122","COLEGIO INEM FRANCISCO DE PAULA SANTANDER (IED) [2120000122]","Pluviométrica","Automática con Telemetría","Activa","Bogotá","Bogotá, D.C","    (-74.154993, 4.624567)","2,557","-74.154993","4.624567","01/11/2016",,"Area Operativa 11 - Cundinamarca-Amazonas",,"Magdalena Cauca","Alto Magdalena","Río Bogotá","INSTITUTO DISTRITAL DE GESTIÓN DE RIESGOS Y CAMBIO CLIMÁTICO"
"0021215030","IBAGUE-CENTRO  [21215030]","Climatológica Ordinaria","Convencional","Suspendida","Tolima","Ibagué","    (-75.23333333, 4.433333333)","1,200","-75.23333333","4.433333333","15/01/1938","15/12/1941","Area Operativa 10 - Tolima",,"Magdalena Cauca","Alto Magdalena","Río Coello","MINISTERIO DE LA ECONOMÍA"
"0026117120","TIERRA BLANCA [26117120]","Limnimétrica","Convencional","Suspendida","Valle Del Cauca","Roldanillo","    (-76.1, 4.416666667)","925","-76.1","4.416666667","15/01/1970","15/03/1996","Area Operativa 09 - Cauca-Valle-Caldas","CANAL MARGINAL","Magdalena Cauca","Cauca","Rios Pescador - RUT - Chanco - Catarina y Cañaveral","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"0021200310","CERRO DE SUBA  [21200310]","Pluviométrica","Convencional","Activa","Bogotá","Bogotá, D.C","    (-74.06666667, 4.75)","2,691","-74.06666667","4.75","15/09/1947",,"Area Operativa 11 - Cundinamarca-Amazonas",,"Magdalena Cauca","Alto Magdalena","Río Bogotá","EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P"
"0046045010","REMOLINOS D CAGUAN [46045010]","Climatológica Ordinaria","Convencional","Suspendida","Caqueta","Cartagena Del Chairá","    (-74.41666667, 0.6)","200","-74.41666667","0.6","15/12/1985","15/07/2005","Area Operativa 04 - Huila-Caquetá",,"Amazonas","Caguán","Río Caguan Bajo","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"0021206500","COLEGIO ABRAHAM LINCOLN [21206500]","Climatológica Ordinaria","Convencional","Suspendida","Bogotá","Bogotá, D.C","    (-74.06158333, 4.756638889)","2,570","-74.06158333","4.756638889","15/10/1994","03/11/2009","Area Operativa 11 - Cundinamarca-Amazonas",,"Magdalena Cauca","Alto Magdalena","Río Bogotá","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"0035027030","CAJITAS LAS  [35027030]","Limnimétrica","Convencional","Activa","Cundinamarca","Gutiérrez","    (-74.0, 4.25)","2,200","-74","4.25","15/11/1965",,"Area Operativa 11 - Cundinamarca-Amazonas","TAGUATE","Orinoco","Meta","Río Guayuriba","CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA"
"2120000169","COLEGIO LA BELLEZA (IED) [2120000169]","Pluviométrica","Automática con Telemetría","Activa","Bogotá","Bogotá, D.C","    (-74.09244, 4.53059)","2,949","-74.09244","4.53059","01/09/2019",,"Area Operativa 11 - Cundinamarca-Amazonas",,"Magdalena Cauca","Alto Magdalena","Río Bogotá","INSTITUTO DISTRITAL DE GESTIÓN DE RIESGOS Y CAMBIO CLIMÁTICO"
"0027017840","SOBRANTE P BLANCAS  [27017840]","Limnigráfica","Convencional","Suspendida","Antioquia","Copacabana","    (-75.5, 6.283333333)","2,350","-75.5","6.283333333","15/04/1952","15/12/1984","Area Operativa 01 - Antioquia-Chocó","QUEBRADA PIEDRAS BLANCA","Magdalena Cauca","Nechí","Río Porce","EMPRESAS PÚBLICAS DE MEDELLIN E.S.P."
"0015037030","MINGUEO [15037030]","Limnimétrica","Convencional","Activa","La Guajira","Dibulla","    (-73.40333333, 11.21222222)","44","-73.40333333","11.21222222","15/06/1990",,"Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés","CAÑAS","Caribe","Caribe - Guajira","Río Ancho y Otros Directos al caribe","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"0027017150","CANAL GARCIA T 4  [27017150]","Limnigráfica","Convencional","Suspendida","Antioquia","Bello","    (-75.58333333, 6.45)","1,690","-75.58333333","6.45","15/04/1957","15/02/1992","Area Operativa 01 - Antioquia-Chocó","QUEBRADA LA GARCIA","Magdalena Cauca","Nechí","Río Porce","EMPRESAS PÚBLICAS DE MEDELLIN E.S.P."
"0021205330","TOMINE 2  [21205330]","Climatológica Ordinaria","Convencional","Suspendida","Cundinamarca","Guatavita","    (-73.86666667, 4.9)","2,600","-73.86666667","4.9","15/11/1955","15/04/1963","Area Operativa 11 - Cundinamarca-Amazonas",,"Magdalena Cauca","Alto Magdalena","Río Bogotá","EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P"
"0026250040","VALDIVIA  [26250040]","Pluviométrica","Convencional","Suspendida","Antioquia","Valdivia","    (-75.43333333, 7.166666667)","1,100","-75.43333333","7.166666667","15/01/1922","15/12/1966","Area Operativa 01 - Antioquia-Chocó",,"Magdalena Cauca","Cauca","Directos al Cauca entre Pto Valdivia y Río Nechí","INSTITUTO COLOMBIANO DE ENERGÍA ELÉCTRICA (ELECTRAGUAS)"
"0021217190","JUNTAS [21217190]","Limnimétrica","Convencional","Suspendida","Tolima","Ibagué","    (-75.35, 4.6)","1,760","-75.35","4.6","15/02/1972","15/02/2002","Area Operativa 10 - Tolima","QUEBRADA PERLAS","Magdalena Cauca","Alto Magdalena","Río Coello","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"0021050070","BELALCAZAR [21050070]","Pluviométrica","Convencional","Activa","Cauca","Páez (Belalcázar)","    (-75.97497222, 2.657)","1,439","-75.97497222","2.657","15/11/1958",,"Area Operativa 04 - Huila-Caquetá",,"Magdalena Cauca","Alto Magdalena","Río Páez","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"0021215170","LA MARTINICA - AUT [21215170]","Climatológica Principal","Automática con Telemetría","Suspendida","Tolima","Ibagué","    (-75.22905556, 4.402)","1,780","-75.22905556","4.402","10/12/2005","28/08/2014","Area Operativa 10 - Tolima",,"Magdalena Cauca","Alto Magdalena","Río Coello","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"2319500274","ACAPULCO [2319500274]","Climatológica Principal","Automática con Telemetría","Activa","Santander","Girón","    (-73.147311111, 6.997444444)","1,001","-73.147311111","6.997444444","23/06/2022",,"Area Operativa 08 - Santanderes-Arauca",,"Magdalena Cauca","Medio Magdalena","Río Lebrija y otros directos al Magdalena","CORPORACIÓN AUTÓNOMA REGIONAL DE DEFENSA DE LA MESETA DE BUCARAMANGA"
"0026125510","SOLMAFORO PEREIRA [26125510]","Ambiental","Automática sin Telemetría","Suspendida","Risaralda","Pereira","    (-75.69, 4.81)","1,411","-75.69","4.81","10/10/2013","19/11/2021","Area Operativa 09 - Cauca-Valle-Caldas",,"Magdalena Cauca","Cauca","Río La Vieja","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"0025025210","PINILLOS [25025210]","Climatológica Ordinaria","Convencional","Activa","Bolivar","Pinillos","    (-74.45777778, 8.911388889)","10","-74.45777778","8.911388889","15/05/1974",,"Area Operativa 02 - Atlántico-Bolivar-Sucre",,"Magdalena Cauca","Bajo Magdalena","Directos Bajo Magdalena entre El Banco y El Plato","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"0015060120","PALMAR EL HACIENDA [15060120]","Pluviográfica","Convencional","Suspendida","La Guajira","Barrancas","    (-72.66666667, 11.08333333)","105","-72.66666667","11.08333333","15/03/1979","15/06/1987","Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés",,"Caribe","Caribe - Guajira","Río Ranchería","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"0026050110","PLTA RIO CAUCA  [26050110]","Pluviográfica","Convencional","Activa","Valle Del Cauca","Cali","    (-76.5, 3.45)","956","-76.5","3.45","15/04/1960",,"Area Operativa 09 - Cauca-Valle-Caldas",,"Magdalena Cauca","Cauca","Ríos Lilí, Melendez y Canaveralejo","CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA"
"0017025020","AEROPUERTO EL EMBRUJO - AUT [17025020]","Sinóptica Principal","Automática con Telemetría, Convencional","Activa","Archipielago De San Andres, Providencia Y Santa Catalina","San Andres Y  Providencia (Santa Isabel)","    (-81.357721944, 13.3595)","7","-81.357721944","13.3595","15/01/1973",,"Area Operativa 11 - Cundinamarca-Amazonas",,"Caribe","Islas Caribe","Providencia","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"2701000037","CAROLINA DEL PRINCIPE - AUT  [2701000037]","Pluviográfica","Automática con Telemetría","Activa","Antioquia","Carolina","    (-75.292447222, 6.723902778)","1,819","-75.292447222","6.723902778","21/03/2013",,"Area Operativa 01 - Antioquia-Chocó",,"Magdalena Cauca","Nechí","Río Porce","CORPORACIÓN AUTÓNOMA REGIONAL DE ANTIOQUIA"
"4509500413","MESAY - aut [4509500413]","Climatológica Ordinaria","Automática con Telemetría","Activa","Caqueta","Solano","    (-72.837469444, 0.552580556)","1,111","-72.837469444","0.552580556","23/12/2024",,"Area Operativa 11 - Cundinamarca-Amazonas",,"Amazonas","Yarí","Río Cuñare","PARQUES NACIONALES NATURALES"
"0021209900","AVENIDA AMERICAS  [21209900]","Limnigráfica","Convencional","Activa","Bogotá","Bogotá, D.C","    (-74.11666667, 4.616666667)","2,561","-74.11666667","4.616666667","15/02/2004",,"Area Operativa 11 - Cundinamarca-Amazonas","FUCHA","Magdalena Cauca","Alto Magdalena","Río Bogotá","ESTACIONES PARTICULARES"
"0053100110","PARAGUAS  [53100110]","Pluviométrica","Convencional","Suspendida","Valle Del Cauca","Buenaventura","    (-76.83333333, 3.55)","1,930","-76.83333333","3.55","15/10/1984","15/03/1988","Area Operativa 09 - Cauca-Valle-Caldas",,"Pacifico","Tapaje - Dagua - Directos","Río Anchicayá","CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA"
"0026070710","BETANCUR  [26070710]","Pluviométrica","Convencional","Activa","Valle Del Cauca","Pradera","    (-76.28333333, 3.35)","1,000","-76.28333333","3.35","15/01/1972",,"Area Operativa 09 - Cauca-Valle-Caldas",,"Magdalena Cauca","Cauca","Río Guachal (Bolo - Fraile y Párraga)","ESTACIONES PARTICULARES"
"0021201340","PARQUE SOPO  [21201340]","Pluviográfica","Convencional","Activa","Cundinamarca","Sopó","    (-74.01666667, 4.75)","2,540","-74.01666667","4.75","15/03/1980",,"Area Operativa 11 - Cundinamarca-Amazonas",,"Magdalena Cauca","Alto Magdalena","Río Bogotá","CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA"
"0021130170","MANGA LA HACIENDA [21130170]","Pluviométrica","Convencional","Suspendida","Huila","Aipe","    (-75.26666667, 3.2)","450","-75.26666667","3.2","15/10/1979","15/09/1992","Area Operativa 04 - Huila-Caquetá",,"Magdalena Cauca","Alto Magdalena","Río Baché","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
