"Codigo","Nombre","Categoria","Tecnologia","Estado","Departamento","Municipio","Ubicación","Altitud","LONGITUD","LATITUD","Fecha_instalacion","Fecha_suspension","Area Operativa","Corriente","Area Hidrografica","Zona Hidrografica","Subzona hidrografica","Entidad"
"0026155250","PARAMO CONEJERAS  - AUT [26155250]","Climatológica Ordinaria","Automática con Telemetría","En Mantenimiento","Caldas","Villamaria","    (-75.37583333, 4.829805556)","4,413","-75.37583333","4.829805556","06/12/2007",,"Area Operativa 09 - Cauca-Valle-Caldas",,"Magdalena Cauca","Cauca","Río Chinchiná","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"0035020420","UNE  [35020420]","Pluviométrica","Convencional","Activa","Cundinamarca","Une","    (-74.01666667, 4.4)","2,430","-74.01666667","4.4","15/01/1947",,"Area Operativa 11 - Cundinamarca-Amazonas",,"Orinoco","Meta","Río Guayuriba","EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P"
"0027015320","ARAGÓN - AUT [27015320]","Agrometeorológica","Automática con Telemetría","Activa","Antioquia","Santa Rosa De Osos","    (-75.56, 6.78)","2,633","-75.56","6.78","28/08/2004",,"Area Operativa 01 - Antioquia-Chocó",,"Magdalena Cauca","Nechí","Río Porce","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"0024035070","GUICAN [24035070]","Climatológica Ordinaria","Convencional","Activa","Boyacá","Guicán","    (-72.40919444, 6.463472222)","2,963","-72.40919444","6.463472222","15/08/1991",,"Area Operativa 06 - Boyacá-Casanare-Vichada",,"Magdalena Cauca","Sogamoso","Río Chicamocha","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"0021197050","RINCON SANTO  [21197050]","Limnimétrica","Convencional","Suspendida","Bogotá","Bogotá, D.C","    (-74.33333333, 3.983333333)","2,850","-74.33333333","3.983333333","15/03/1966","15/05/1972","Area Operativa 11 - Cundinamarca-Amazonas","SAN JUAN","Magdalena Cauca","Alto Magdalena","Río Sumapaz","CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA"
"0027010120","ENVIGADO  [27010120]","Pluviométrica","Convencional","Suspendida","Antioquia","Envigado","    (-75.58333333, 6.166666667)","1,607","-75.58333333","6.166666667","15/01/1922","15/10/1958","Area Operativa 01 - Antioquia-Chocó",,"Magdalena Cauca","Nechí","Río Porce","ESTADÍSTICA DEPARTAMENTAL DE ANTIOQUIA"
"0025027610","GIRASOL HACIENDA [25027610]","Limnimétrica","Convencional","Suspendida","Bolivar","Barranco De Loba","    (-74.13333333, 8.916666667)","24","-74.13333333","8.916666667","15/09/1974","15/07/1981","Area Operativa 02 - Atlántico-Bolivar-Sucre","BRAZO QUITASOL","Magdalena Cauca","Bajo Magdalena","Directos Bajo Magdalena entre El Banco y El Plato","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"0024030390","PTE PINZON  [24030390]","Pluviométrica","Convencional","Activa","Boyacá","Boavita","    (-72.63333333, 6.316666667)","1,500","-72.63333333","6.316666667","15/01/1963",,"Area Operativa 06 - Boyacá-Casanare-Vichada",,"Magdalena Cauca","Sogamoso","Río Chicamocha","COMPAÑÍA COLOMBIANA DE TABACO"
"0029067160","PUENTE SEVILLA  - AUT [29067160]","Limnigráfica","Automática con Telemetría, Convencional","En Mantenimiento","Magdalena","Ciénaga","    (-74.028493, 10.802493)","843","-74.028493","10.802493","15/07/1982",,"Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés","SEVILLA","Magdalena Cauca","Bajo Magdalena","Cga Grande de Santa Marta","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"0013015040","REPRESA URRÁ [13015040]","Climatológica Principal","Automática con Telemetría, Convencional","Activa","Cordoba","Tierralta","    (-76.20305556, 8.014166667)","300","-76.20305556","8.014166667","15/11/2004",,"Area Operativa 02 - Atlántico-Bolivar-Sucre",,"Caribe","Sinú","Medio Sinú","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"0035077702","GAVIOTAS  - AUT  [35077702]","Limnigráfica","Automática con Telemetría","Activa","Cundinamarca","Machetá","    (-73.61588889, 5.078)","2","-73.61588889","5.078",,,"Area Operativa 11 - Cundinamarca-Amazonas","RÍO MACHETÁ","Orinoco","Meta","Río Garagoa","CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA"
"0011150040","INST DEL CHOCO  [11150040]","Pluviométrica","Convencional","Suspendida","Choco","Acandí","    (-77.28333333, 8.516666667)","2","-77.28333333","8.516666667","15/06/1940","15/07/1944","Area Operativa 01 - Antioquia-Chocó",,"Caribe","Atrato - Darién","Río Tolo y otros Directos al Caribe","MINISTERIO DE AGRICULTURA"
"0026157170","CONEJERAS2 - AUT [26157170]","Limnigráfica","Automática con Telemetría, Convencional","Suspendida","Caldas","Villamaria","    (-75.377138889, 4.820388889)","4,686","-75.377138889","4.820388889","06/12/2007","05/03/2025","Area Operativa 09 - Cauca-Valle-Caldas","CLARO","Magdalena Cauca","Cauca","Río Chinchiná","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"0024017550","MALILLA LA  [24017550]","Limnigráfica","Convencional","Activa","Cundinamarca","Carmen De Carupa","    (-73.9, 5.333333333)","2,596","-73.9","5.333333333","15/03/1967",,"Area Operativa 11 - Cundinamarca-Amazonas","CARUPA","Magdalena Cauca","Sogamoso","Río Suárez","CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA"
"0023217020","GAMARRA [23217020]","Limnimétrica","Automática con Telemetría","Suspendida","Cesar","Gamarra","    (-73.74622222, 8.321361111)","3,985","-73.74622222","8.321361111","30/12/2009","28/08/2014","Area Operativa 08 - Santanderes-Arauca","MAGDALENA","Magdalena Cauca","Medio Magdalena","Quebrada El Carmen y Otros Directos al Magdalena","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"0033060010","SANTA RITA [33060010]","Pluviométrica","Convencional","Activa","Vichada","Cumaribo","    (-68.363822, 4.865927)","92","-68.363822","4.865927","15/12/1983",,"Area Operativa 03 - Meta-Guaviare-Guainía","ORINOCO","Orinoco","Vichada","Bajo Vichada","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"0021209920","SANTA ROSITA [21209920]","Limnigráfica","Automática con Telemetría, Convencional","Activa","Cundinamarca","Suesca","    (-73.753646, 5.105878)","2,598","-73.753646","5.105878","19/05/2005",,"Area Operativa 11 - Cundinamarca-Amazonas","BOGOTÁ","Magdalena Cauca","Alto Magdalena","Río Bogotá","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"0025028050","SAN FRANCISCO [25028050]","Limnimétrica","Convencional","Suspendida","Bolivar","Mompós","    (-74.71666667, 9.183333333)","17","-74.71666667","9.183333333","15/09/1979","15/07/1981","Area Operativa 02 - Atlántico-Bolivar-Sucre","CAÑO LOBITA","Magdalena Cauca","Bajo Magdalena","Directos Bajo Magdalena entre El Banco y El Plato","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"0026050330","GUANABANO EL  [26050330]","Pluviográfica","Convencional","Suspendida","Valle Del Cauca","Cali","    (-76.61666667, 3.333333333)","1,365","-76.61666667","3.333333333","15/02/1981","15/01/1990","Area Operativa 09 - Cauca-Valle-Caldas",,"Magdalena Cauca","Cauca","Ríos Claro y Jamundí","CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA"
"0037050040","MATEZAMURO [37050040]","Pluviométrica","Convencional","Activa","Arauca","Arauca","    (-70.85166667, 6.974166667)","150","-70.85166667","6.974166667","15/05/1983",,"Area Operativa 08 - Santanderes-Arauca",,"Orinoco","Arauca","Directos Río Arauca (md)","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"0026340010","FELIDIA - AUT [26340010]","Climatológica Ordinaria","Automática con Telemetría","Activa","Valle Del Cauca","Cali","    (-76.629336111, 3.466052778)","1,683","-76.629336111","3.466052778","01/07/2017",,"Area Operativa 09 - Cauca-Valle-Caldas",,"Magdalena Cauca","Cauca","Ríos Cali","CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA"
"0026297020","PANCE - CHORRERA - AUT [26297020]","Pluviográfica","Automática con Telemetría","Activa","Valle Del Cauca","Cali","    (-76.614019444, 3.332077778)","1,386","-76.614019444","3.332077778","01/07/2017",,"Area Operativa 09 - Cauca-Valle-Caldas",,"Magdalena Cauca","Cauca","Ríos Claro y Jamundí","CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA"
"0029035020","MOLINERO  [29035020]","Climatológica Ordinaria","Convencional","Suspendida","Atlantico","Sabanalarga","    (-75.03333333, 10.65)","45","-75.03333333","10.65","15/06/1944","15/01/1984","Area Operativa 02 - Atlántico-Bolivar-Sucre",,"Magdalena Cauca","Bajo Magdalena","Canal del Dique margen derecho","ESTACIONES PARTICULARES"
"0026090370","SELVA LA  [26090370]","Pluviométrica","Convencional","Suspendida","Valle Del Cauca","Palmira","    (-76.08333333, 3.533333333)","3,415","-76.08333333","3.533333333","15/11/1969","15/08/1982","Area Operativa 09 - Cauca-Valle-Caldas",,"Magdalena Cauca","Cauca","Ríos Amaime y Cerrito","CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA"
"0026130160","STA ANA  [26130160]","Pluviográfica","Convencional","Activa","Caldas","Palestina","    (-75.63333333, 4.983333333)","1,250","-75.63333333","4.983333333","15/09/1967",,"Area Operativa 09 - Cauca-Valle-Caldas",,"Magdalena Cauca","Cauca","Río Otún y otros directos al Cauca","FEDERACIÓN NACIONAL DE CAFETEROS"
"0021207580","MURALLA LA  [21207580]","Limnimétrica","Convencional","Activa","Cundinamarca","Subachoque","    (-74.18333333, 4.866666667)","2,585","-74.18333333","4.866666667","15/02/1960",,"Area Operativa 11 - Cundinamarca-Amazonas","SUBACHOQUE","Magdalena Cauca","Alto Magdalena","Río Bogotá","CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA"
"0026237070","MARIA LA SA 1  [26237070]","Limnigráfica","Convencional","Activa","Antioquia","San José De La Montaña","    (-75.61666667, 6.85)","2,600","-75.61666667","6.85","15/10/1985",,"Area Operativa 01 - Antioquia-Chocó","SAN ANDRÉS","Magdalena Cauca","Nechí","Río Porce","EMPRESAS PÚBLICAS DE MEDELLIN E.S.P."
"0054030090","BETANIA  [54030090]","Pluviométrica","Convencional","Activa","Valle Del Cauca","Bolívar","    (-76.31666667, 4.35)","1,750","-76.31666667","4.35","15/12/1979",,"Area Operativa 09 - Cauca-Valle-Caldas",,"Pacifico","San Juán","Río Sipí","CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA"
"0027010320","GUADALUPE BOCATOMA  [27010320]","Pluviométrica","Convencional","Activa","Antioquia","Gómez Plata","    (-75.23333333, 6.783333333)","1,650","-75.23333333","6.783333333","15/07/1943",,"Area Operativa 01 - Antioquia-Chocó",,"Magdalena Cauca","Nechí","Río Porce","EMPRESAS PÚBLICAS DE MEDELLIN E.S.P."
"0035067120","SANTA BARBARA [35067120]","Limnigráfica","Convencional","Suspendida","Cundinamarca","Gachalá","    (-73.51666667, 4.666666667)","1,542","-73.51666667","4.666666667","15/12/1971","15/08/1992","Area Operativa 11 - Cundinamarca-Amazonas","MURCA","Orinoco","Meta","Río Guavio","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"0026160140","SILVANIA  [26160140]","Pluviométrica","Convencional","Activa","Caldas","Filadelfia","    (-75.55, 5.316666667)","1,200","-75.55","5.316666667","15/07/1981",,"Area Operativa 09 - Cauca-Valle-Caldas",,"Magdalena Cauca","Cauca","Rio Tapias y otros directos al Cauca","FEDERACIÓN NACIONAL DE CAFETEROS"
"0035080030","CAMP BUENAVISTA [35080030]","Pluviométrica","Convencional","Activa","Boyacá","Berbeo","    (-73.08672222, 5.183722222)","1,370","-73.08672222","5.183722222","15/02/1962",,"Area Operativa 06 - Boyacá-Casanare-Vichada",,"Orinoco","Meta","Río Lengupá","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"0024017270","PTE EL BUJIO  [24017270]","Limnimétrica","Convencional","Suspendida","Boyacá","Chiquinquirá","    (-73.76666667, 5.683333333)","2,541","-73.76666667","5.683333333","15/08/1962","15/11/1966","Area Operativa 06 - Boyacá-Casanare-Vichada","SUÁREZ","Magdalena Cauca","Sogamoso","Río Suárez","CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA"
"0026127210","CENTRO DE LA GUADUA HIDROLÓGICA - AUT [26127210]","Limnigráfica","Automática con Telemetría","Suspendida","Quindío","Córdoba","    (-75.715269444, 4.404266667)","1,212","-75.715269444","4.404266667","15/02/2018","29/04/2025","Area Operativa 09 - Cauca-Valle-Caldas","VERDE","Magdalena Cauca","Cauca","Río La Vieja","CORPORACIÓN AUTÓNOMA REGIONAL DEL QUINDÍO"
"0021190330","NUÑEZ [21190330]","Pluviométrica","Convencional","Activa","Cundinamarca","Cabrera","    (-74.50969444, 3.905861111)","1,950","-74.50969444","3.905861111","15/08/1980",,"Area Operativa 11 - Cundinamarca-Amazonas",,"Magdalena Cauca","Alto Magdalena","Río Sumapaz","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"0026015030","PNN PURACE - AUT [26015030]","Climatológica Principal","Automática con Telemetría, Convencional","En Mantenimiento","Cauca","Puracé (Coconuco)","    (-76.403544444, 2.356848889)","3,683","-76.403544444","2.356848889","26/09/2007",,"Area Operativa 09 - Cauca-Valle-Caldas",,"Magdalena Cauca","Cauca","Alto Río Cauca","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"0024020270","SAN GIL  [24020270]","Pluviométrica","Convencional","Activa","Santander","San Gil","    (-73.13333333, 6.583333333)","1,600","-73.13333333","6.583333333","15/01/1994",,"Area Operativa 08 - Santanderes-Arauca",,"Magdalena Cauca","Sogamoso","Río Fonce","FEDERACIÓN NACIONAL DE CAFETEROS"
"0012011001","SAN_ANDRES_CIOH  - AUT  [12011001]","Meteorologica Marina","Automática con Telemetría","Activa","Archipielago De San Andres, Providencia Y Santa Catalina","San Andrés","    (-81.701455556, 12.569519444)","0","-81.701455556","12.569519444","17/03/2016",,"Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés",,"Caribe","Islas Caribe","San Andres","DIRECCIÓN GENERAL MARÍTIMA"
"0023080550","SAN LUIS  [23080550]","Pluviométrica","Convencional","Activa","Antioquia","San Luis","    (-75.0, 6.05)","1,080","-75","6.05","15/11/1968",,"Area Operativa 01 - Antioquia-Chocó",,"Magdalena Cauca","Medio Magdalena","Río Nare","EMPRESAS PÚBLICAS DE MEDELLIN E.S.P."
"0021202240","UAN SEDE CIRCUNVALAR  - AUT  [21202240]","Climatológica Ordinaria","Automática con Telemetría","Activa","Bogotá","Bogotá, D.C","    (-74.05746, 4.63546)","2,717","-74.05746","4.63546","01/09/2007",,"Area Operativa 11 - Cundinamarca-Amazonas",,"Magdalena Cauca","Alto Magdalena","Río Bogotá","FONDO DE PREVENCIÓN Y ATENCIÓN DE DESASTRES DE BOGOTÁ DC - FOPAE"
"0011070150","PALMERA LA  [11070150]","Pluviográfica","Convencional","Activa","Antioquia","Urrao","    (-76.5, 6.416666667)","800","-76.5","6.416666667","15/07/1980",,"Area Operativa 01 - Antioquia-Chocó",,"Caribe","Atrato - Darién","Río Murrí","EMPRESAS PÚBLICAS DE MEDELLIN E.S.P."
"0024030740","MOLINOS LOS [24030740]","Pluviométrica","Convencional","Suspendida","Santander","Capitanejo","    (-72.65, 6.483333333)","1,397","-72.65","6.483333333","15/09/1978","15/02/2002","Area Operativa 06 - Boyacá-Casanare-Vichada",,"Magdalena Cauca","Sogamoso","Río Chicamocha","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"0029030070","COLU [29030070]","Pluviométrica","Convencional","Suspendida","Bolivar","María La Baja","    (-75.35, 9.916666667)","15","-75.35","9.916666667","15/01/1965","15/12/1979","Area Operativa 02 - Atlántico-Bolivar-Sucre",,"Magdalena Cauca","Bajo Magdalena","Canal del Dique margen izquierda","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"0026090640","ORISOL  [26090640]","Pluviométrica","Convencional","Suspendida","Valle Del Cauca","Palmira","    (-76.1, 3.566666667)","2,600","-76.1","3.566666667","15/01/1971","15/08/1975","Area Operativa 09 - Cauca-Valle-Caldas",,"Magdalena Cauca","Cauca","Ríos Amaime y Cerrito","CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA"
"0026125190","MARAVILLAS LAS  [26125190]","Climatológica Ordinaria","Convencional","Activa","Quindío","Pijao","    (-75.66666667, 4.3)","2,200","-75.66666667","4.3","15/10/1981",,"Area Operativa 09 - Cauca-Valle-Caldas",,"Magdalena Cauca","Cauca","Río La Vieja","ESTACIONES PARTICULARES"
"0026187020","RIO PIEDRAS BP-2B  [26187020]","Limnimétrica","Convencional","Suspendida","Antioquia","La Ceja","    (-75.41666667, 5.95)","2,125","-75.41666667","5.95","15/04/1942","15/12/1989","Area Operativa 01 - Antioquia-Chocó","PIEDRAS","Magdalena Cauca","Cauca","Río Arma","EMPRESAS PÚBLICAS DE MEDELLIN E.S.P."
"2701500421","VIVERO EPM PIEDRAS BLANCAS - AUT [2701500421]","Meteorológica Especial","Automática con Telemetría","Activa","Antioquia","Guarne","    (-75.493969444, 6.283280556)","2,407","-75.493969444","6.283280556","25/02/2013",,"Area Operativa 01 - Antioquia-Chocó",,"Magdalena Cauca","Nechí","Río Porce","ÁREA METROPOLITANA DEL VALLE DE ABURRÁ"
"0011070040","URRAO [11070040]","Pluviométrica","Convencional","Suspendida","Antioquia","Urrao","    (-76.16666667, 6.333333333)","1,875","-76.16666667","6.333333333","15/01/1969","15/07/1973","Area Operativa 01 - Antioquia-Chocó",,"Caribe","Atrato - Darién","Río Murrí","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"0021110100","PATIA  [21110100]","Pluviométrica","Convencional","Suspendida","Huila","Baraya","    (-75.03333333, 3.166666667)","640","-75.03333333","3.166666667","15/03/1960","15/01/1962","Area Operativa 04 - Huila-Caquetá",,"Magdalena Cauca","Alto Magdalena","Rio Fortalecillas y otros","FEDERACIÓN NACIONAL DE CAFETEROS"
"0024037630","RITACUBA NEGRO - [24037630]","Limnigráfica","Automática sin Telemetría, Convencional","Activa","Boyacá","Guicán","    (-72.3295, 6.509055556)","4,307","-72.3295","6.509055556","29/10/2013",,"Area Operativa 06 - Boyacá-Casanare-Vichada","RÍO CARDENILLO","Magdalena Cauca","Sogamoso","Río Chicamocha","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"0026140140","SUB LA VIRGINIA  [26140140]","Pluviométrica","Convencional","Activa","Risaralda","La Virginia","    (-75.88333333, 4.9)","900","-75.88333333","4.9","15/02/1970",,"Area Operativa 09 - Cauca-Valle-Caldas",,"Magdalena Cauca","Cauca","Río Risaralda","CENTRAL HIDROELÉCTRICA DE CALDAS S.A."
"0021205522","TABIO-21205522  - AUT  [21205522]","Climatológica Principal","Automática con Telemetría","Activa","Cundinamarca","Tabio","    (-74.02864944, 4.918321667)","1,027","-74.02864944","4.918321667",,,"Area Operativa 11 - Cundinamarca-Amazonas",,"Magdalena Cauca","Alto Magdalena","Río Bogotá","CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA"
"0026070050","CASCAJAL  [26070050]","Pluviométrica","Convencional","Activa","Valle Del Cauca","Palmira","    (-76.21666667, 3.516666667)","1,006","-76.21666667","3.516666667","15/01/1952",,"Area Operativa 09 - Cauca-Valle-Caldas",,"Magdalena Cauca","Cauca","Río Guachal (Bolo - Fraile y Párraga)","ESTACIONES PARTICULARES"
"0054010060","PTO DE ORO  [54010060]","Pluviométrica","Convencional","Activa","Risaralda","Mistrató","    (-75.96666667, 5.416666667)","820","-75.96666667","5.416666667","15/12/1963",,"Area Operativa 09 - Cauca-Valle-Caldas",,"Pacifico","San Juán","Río San Juan Alto","CENTRAL HIDROELÉCTRICA DE CALDAS S.A."
"0021195110","PEÑAS BLANCAS [21195110]","Climatológica Ordinaria","Convencional","Activa","Cundinamarca","Cabrera","    (-74.44375, 3.964722222)","250","-74.44375","3.964722222","15/11/1986",,"Area Operativa 11 - Cundinamarca-Amazonas",,"Magdalena Cauca","Alto Magdalena","Río Sumapaz","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"0026190160","REGADA LA  [26190160]","Pluviográfica","Convencional","Activa","Antioquia","Salgar","    (-76.06666667, 5.983333333)","1,790","-76.06666667","5.983333333","15/03/1983",,"Area Operativa 01 - Antioquia-Chocó",,"Caribe","Atrato - Darién","Alto Atrato","EMPRESAS PÚBLICAS DE MEDELLIN E.S.P."
"0023090020","VIRGINIAS [23090020]","Pluviométrica","Convencional","Activa","Antioquia","Puerto Berrío","    (-74.68180556, 6.393555556)","626","-74.68180556","6.393555556","15/07/1976",,"Area Operativa 01 - Antioquia-Chocó",,"Magdalena Cauca","Medio Magdalena","Rió San Bartolo y otros directos al Magdalena Medio","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"0021208730","PARQUE LA CALERA  [21208730]","Limnimétrica","Convencional","Activa","Cundinamarca","La Calera","    (-73.96666667, 4.683333333)","2,750","-73.96666667","4.683333333","15/03/1990",,"Area Operativa 11 - Cundinamarca-Amazonas","TEUSACA","Magdalena Cauca","Alto Magdalena","Río Bogotá","CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA"
"0023207020","MORALES [23207020]","Limnimétrica","Convencional","Suspendida","Bolivar","Morales","    (-73.866666667, 8.283333333)","46","-73.866666667","8.283333333","15/02/1996","19/06/2018","Area Operativa 08 - Santanderes-Arauca","MORALES","Magdalena Cauca","Medio Magdalena","Directos al Magdalena (Brazo Morales)","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"0028010190","OASIS 1 EL  [28010190]","Pluviométrica","Convencional","Suspendida","Cesar","Valledupar","    (-73.25, 10.48333333)","175","-73.25","10.48333333","15/06/1970","15/07/1970","Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés",,"Magdalena Cauca","Cesar","Alto Cesar","INSTITUTO COLOMBIANO DE LA REFORMA AGRARIA"
"0029037740","PAVA [29037740]","Limnigráfica","Convencional","Suspendida","Bolivar","María La Baja","    (-75.25, 10.08333333)","10","-75.25","10.08333333","15/06/1983","15/01/1991","Area Operativa 02 - Atlántico-Bolivar-Sucre","AY PAVA","Magdalena Cauca","Bajo Magdalena","Canal del Dique margen izquierda","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"0021105501","ALGECIRAS  - AUT  [21105501]","Climatológica Principal","Automática con Telemetría","Suspendida","Huila","Algeciras","    (-75.22852778, 2.595027778)","1,570","-75.22852778","2.595027778","23/07/2013","21/08/2019","Area Operativa 04 - Huila-Caquetá",,"Magdalena Cauca","Alto Magdalena","Rio Neiva","CENTRO NACIONAL DE INVESTIGACIONES DE CAFÉ"
"0024017680","REBOSADERO [24017680]","Limnimétrica","Convencional","Suspendida","Boyacá","Samacá","    (-73.53333333, 5.45)","3,300","-73.53333333","5.45","15/05/1979","15/06/1985","Area Operativa 06 - Boyacá-Casanare-Vichada","GACHANECA","Magdalena Cauca","Sogamoso","Río Suárez","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"0026180050","GUAIMARAL  [26180050]","Pluviométrica","Convencional","Activa","Caldas","Aguadas","    (-75.46666667, 5.633333333)","1,600","-75.46666667","5.633333333","15/11/1951",,"Area Operativa 09 - Cauca-Valle-Caldas",,"Magdalena Cauca","Cauca","Río Arma","FEDERACIÓN NACIONAL DE CAFETEROS"
"0026240140","CAUCASIA TURISMO  [26240140]","Pluviométrica","Convencional","Suspendida","Antioquia","Venecia","    (-75.18333333, 7.983333333)","70","-75.18333333","7.983333333","15/08/1968","15/05/1970","Area Operativa 01 - Antioquia-Chocó",,"Magdalena Cauca","Cauca","Directos al Cauca entre Pto Valdivia y Río Nechí","INSTITUTO GEOGRÁFICO AGUSTÍN CODAZZI"
"0026015050","PALETARA  - AUT [26015050]","Climatológica Principal","Automática con Telemetría","En Mantenimiento","Cauca","Puracé (Coconuco)","    (-76.482027778, 2.191722222)","3,009","-76.482027778","2.191722222","20/12/2011",,"Area Operativa 09 - Cauca-Valle-Caldas",,"Magdalena Cauca","Cauca","Alto Río Cauca","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"0026120610","RENTA LA  [26120610]","Pluviométrica","Convencional","Activa","Risaralda","Pereira","    (-75.7, 4.783333333)","1,250","-75.7","4.783333333","15/01/1988",,"Area Operativa 09 - Cauca-Valle-Caldas",,"Magdalena Cauca","Cauca","Río La Vieja","FEDERACIÓN NACIONAL DE CAFETEROS"
"0044017090","CURIACO [44017090]","Limnigráfica","Convencional","Activa","Cauca","Santa Rosa","    (-76.62444444, 1.705)","1,920","-76.62444444","1.705","15/12/1980",,"Area Operativa 07 - Nariño-Putumayo","CAQUETÁ","Amazonas","Caquetá","Alto Caqueta","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"0028030190","CARACOLI GARUPAL  [28030190]","Pluviométrica","Convencional","Activa","Cesar","Valledupar","    (-73.73172222, 10.08869444)","220","-73.73172222","10.08869444","15/07/1972",,"Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés",,"Magdalena Cauca","Cesar","Medio Cesar","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"0021050210","IRLANDA LA [21050210]","Pluviométrica","Convencional","Suspendida","Cauca","Páez (Belalcázar)","    (-76.1, 2.9)","1,950","-76.1","2.9","15/06/1980","15/06/1994","Area Operativa 04 - Huila-Caquetá",,"Magdalena Cauca","Alto Magdalena","Río Páez","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES"
"0021208300","SALTO EL  [21208300]","Limnimétrica","Convencional","Suspendida","Cundinamarca","San Antonio De  Tequendama","    (-74.31666667, 4.616666667)","2,618","-74.31666667","4.616666667","15/12/1957","15/05/1959","Area Operativa 11 - Cundinamarca-Amazonas","BOGOTÁ","Magdalena Cauca","Alto Magdalena","Río Bogotá","EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P"
"0028017030","GLORIA LA  [28017030]","Limnimétrica","Convencional","Suspendida","Cesar","Valledupar","    (-73.23333333, 10.61666667)","225","-73.23333333","10.61666667","15/12/1962","15/02/1969","Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés","SECO","Magdalena Cauca","Cesar","Alto Cesar","CORPORACION AUTONOMA REGIONAL DE LOS VALLES DEL SINU Y DEL SAN JORGE"
