name,Decade,Year,count,unique,min,max,range,sum,mean,median,stddev,minority,majority,q1,q3,iqr
W33,2000,2004,12,12,-0.0030586924716807,-0.0014511337934576,0.0016075586782231,-0.0289226123626535,-0.00241021769688779,-0.0025046525292959,0.00043828427939611,-0.0030586924716807,-0.0030586924716807,-0.002732483344176,-0.0020913852153333,0.0006410981288427
W14,2000,2004,12,12,-0.0038015001846106,-0.0022790103321295,0.0015224898524811,-0.0387897746646084,-0.0032324812220507,-0.0032602424040876,0.000422104392643074,-0.0038015001846106,-0.0038015001846106,-0.0035677414446421,-0.00295154700524505,0.00061619443939705
W28,2000,2004,12,12,-0.0037701658223364,-0.0018254996596496,0.0019446661626868,-0.0361569281904753,-0.00301307734920627,-0.0031746455399018,0.000532150879800944,-0.0037701658223364,-0.0037701658223364,-0.0034266894964887,-0.00264686008105915,0.00077982941542955
W23,2000,2004,12,12,-0.0034684880079768,-0.0016238944480628,0.001844593559914,-0.0326033306908867,-0.00271694422424056,-0.0029445940003274,0.000491585949287758,-0.0034684880079768,-0.0034684880079768,-0.00301350491806015,-0.0023150680432519,0.000698436874808249
W34,2000,2004,12,12,-0.0037734052166342,-0.0018276488408446,0.0019457563757896,-0.0361944604665036,-0.0030162050388753,-0.0031769927591085,0.000532690616487972,-0.0037734052166342,-0.0037734052166342,-0.0034306915476918,-0.0026503312401473,0.0007803603075445
W37,2000,2004,12,12,-0.0036645851281112,-0.0017796065293779,0.0018849785987333,-0.0345502929663646,-0.00287919108053038,-0.00303529991420485,0.000517921708429765,-0.0036645851281112,-0.0036645851281112,-0.00325286575358695,-0.00247656057215295,0.000776305181434
W36,2000,2004,12,12,-0.0037260064855217,-0.0021500485017895,0.0015759579837322,-0.0371288089081638,-0.00309406740901365,-0.0031077689491212,0.000405952897792432,-0.0037260064855217,-0.0037260064855217,-0.00338793545961375,-0.00286387186497445,0.0005240635946393
W10,2000,2004,12,12,-0.0034857827704399,-0.0017731701955199,0.00171261257492,-0.034101788187399,-0.00284181568228325,-0.0030396203510463,0.00049089581689508,-0.0034857827704399,-0.0034857827704399,-0.0031636451603844,-0.00248900218866765,0.00067464297171675
W25,2000,2004,12,12,-0.0036378500039965,-0.0019790568416042,0.0016587931623923,-0.0358496948255013,-0.00298747456879177,-0.00304284566482245,0.000442878726990126,-0.0036378500039965,-0.0036378500039965,-0.0032859916621334,-0.00272889866205155,0.00055709300008185
W4,2000,2004,12,12,-0.0038896979251937,-0.0031218234499969,0.0007678744751968,-0.0415820704641069,-0.00346517253867558,-0.00344540197507195,0.000237969568481498,-0.0038896979251937,-0.0038896979251937,-0.0036370293216452,-0.00329452481323845,0.00034250450840675
W5,2000,2004,12,12,-0.0039570760990075,-0.0029667316147023,0.000990344484305199,-0.0415270764286725,-0.00346058970238937,-0.0034435825322341,0.00027970760152885,-0.0039570760990075,-0.0039570760990075,-0.00369345820688345,-0.00328657531113525,0.0004068828957482
