layer,distance,elevation
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,4273.57612706916,2559.1982421875
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,4293.6064856954,2558.62133789062
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,4313.1846245946,2559.80322265625
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,4342.4324459943,2559.60034179688
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,4367.37878647497,2559.81469726562
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,4388.67710425653,2560.54345703125
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,4405.60658473163,2559.8447265625
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,4431.64940300868,2561.8876953125
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,4462.41657102299,2560.59814453125
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,4496.76768579096,2559.35034179688
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,4521.74271608698,2560.96997070312
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,4543.99117942681,2561.17822265625
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,4562.52331624434,2562.01391601562
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,4587.87842547844,2561.15991210938
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,4615.86565651543,2559.34228515625
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,4629.20047370062,2559.98510742188
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,4656.53469976873,2563.75463867188
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,4685.33475920686,2565.57958984375
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,4695.72886939719,2565.57958984375
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,4726.05801106264,2562.92626953125
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,4751.18716560825,2566.13037109375
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,4770.43140529644,2570.26879882812
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,4794.57053599417,2570.26879882812
