layer,distance,elevation
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,6923.83858519229,2557.49560546875
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,6952.7079014834,2557.89404296875
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,6981.97616377663,2557.56713867188
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,6990.87490033214,2558.91064453125
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,7019.45752123047,2558.09301757812
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,7049.59714779272,2558.10278320312
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,7076.23997309359,2558.74291992188
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,7091.85307575053,2558.66259765625
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,7118.99562518602,2557.75268554688
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,7151.55696154497,2557.75268554688
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,7185.68537117038,2558.04956054688
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,7210.8855501303,2559.2255859375
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,7228.72430959403,2558.45874023438
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,7254.78028997002,2558.828125
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,7269.74162603999,2558.935546875
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,7292.32798933388,2559.86791992188
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,7313.97934661504,2561.35888671875
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,7332.19491495468,2558.75341796875
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,7356.81503178957,2559.40747070312
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,7374.51231456491,2559.52099609375
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,7400.01774773239,2558.30078125
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,7417.24285262965,2559.27587890625
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,7442.68576759932,2558.97729492188
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,7467.60804176318,2558.97729492188
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,7487.0114600732,2558.1220703125
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,7508.46808380248,2558.77368164062
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,7531.70597844236,2558.16845703125
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,7558.56503486778,2558.60229492188
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,7573.79842874284,2559.70263671875
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,7600.40676189065,2559.62744140625
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,7618.95985856379,2558.98559570312
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,7642.67880581623,2558.98559570312
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,7660.46290530284,2558.755859375
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,7685.07072479518,2558.71948242188
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,7714.57670390742,2558.39868164062
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,7748.2071160162,2557.96020507812
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,7749.0597660978,2558.65600585938
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,7777.75531031228,2558.76123046875
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,7781.78400857985,2557.74853515625
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,7814.98487972909,2557.79614257812
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,7843.5927577529,2557.7060546875
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,7871.14318873704,2558.36279296875
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,7884.80618211985,2557.619140625
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,7911.68594428152,2558.3740234375
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,7938.79737477228,2557.51245117188
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,7954.22789967851,2557.54296875
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,7978.24556955755,2558.05029296875
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,8000.34712876528,2558.05029296875
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,8021.8443460918,2557.6962890625
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,8046.01436752066,2557.7265625
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,8064.1659786696,2557.7265625
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,8091.08154498456,2557.94018554688
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,8121.27881753753,2557.6982421875
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,8153.42472107788,2557.7880859375
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,8156.5630845625,2558.18725585938
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,8179.08534706487,2557.95385742188
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,8193.469881783,2558.41162109375
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,8216.04967737186,2558.26806640625
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,8237.01369438683,2558.26806640625
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,8258.98900864439,2558.52319335938
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,8281.22817032665,2557.78198242188
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,8298.93545760029,2558.92041015625
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,8325.44687044989,2558.8681640625
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,8352.77005901467,2557.99682617188
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,8382.53989983836,2557.99682617188
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,8411.29008502547,2557.98168945312
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,8438.73275627002,2557.916015625
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,8470.98298016823,2557.56909179688
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,8493.14467908837,2558.32055664062
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,8510.06003049149,2557.740234375
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,8532.22400210908,2557.740234375
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,8554.65272225727,2557.95385742188
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,8573.88052986965,2557.97802734375
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,8597.54444312469,2557.2109375
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,8626.2561687143,2557.06201171875
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,8657.83871809123,2557.60766601562
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,8664.46724000486,2557.47973632812
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,8693.17654496669,2557.52905273438
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,8719.73625485327,2557.97485351562
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,8732.36884121362,2557.36962890625
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,8759.61678145408,2557.36962890625
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,8783.66933614252,2558.103515625
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,8801.83746615539,2558.22192382812
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,8827.64314628068,2557.92700195312
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,8851.26870446825,2557.69995117188
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,8868.14523255697,2558.67407226562
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,8894.68124524941,2558.88403320312
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,8923.95023957487,2558.625
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,8933.87091148379,2559.17407226562
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,8964.04656232174,2558.09521484375
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,8983.72443465253,2557.72485351562
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,9004.34163211658,2557.34765625
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,9015.15208447116,2557.84887695312
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,9042.16636469538,2557.24853515625
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,9073.83962862587,2557.94702148438
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,9080.25732282978,2558.16015625
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,9108.53905049853,2557.43041992188
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,9139.56719975332,2557.68920898438
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,9172.02500514549,2557.68920898438
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,9202.76716221588,2557.13720703125
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,9230.36246198083,2557.47607421875
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,9247.20909871261,2557.41259765625
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,9271.9438782098,2556.96264648438
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,9300.01769833156,2557.63891601562
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,9313.39322627867,2557.72021484375
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,9341.439213038,2557.15478515625
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,9372.09164300364,2557.74584960938
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,9403.52820647552,2558.58715820312
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,9435.83922952841,2558.3095703125
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,9465.25180895652,2558.3095703125
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,9496.84303821183,2559.51049804688
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,9527.5503910268,2560.30126953125
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,9558.70757038674,2560.146484375
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,9581.71056267484,2560.412109375
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,9601.74230643709,2557.54638671875
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,9634.23286177978,2558.13232421875
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,9661.70811483213,2558.13232421875
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,9680.19415550155,2557.1044921875
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,9702.28803267158,2557.4755859375
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,9724.78383025732,2557.33862304688
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,9748.45769962934,2557.57690429688
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,9768.94046084824,2557.50219726562
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,9790.33672031655,2557.08447265625
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,9814.71398085534,2557.32983398438
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,9833.32643168387,2557.67993164062
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,9857.83511563908,2557.67993164062
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,9877.5957420365,2557.8974609375
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,9897.59938849202,2558.73095703125
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,9921.24160886074,2558.01098632812
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,9938.32306716492,2557.8916015625
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,9963.57990050647,2557.59130859375
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,9987.66698086396,2557.54418945312
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,10006.7426110576,2557.54418945312
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,10032.7480998876,2557.54418945312
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,10047.6503845628,2557.24365234375
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,10075.0984571741,2557.046875
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,10106.6368476243,2557.43237304688
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,10125.0925016383,2557.49682617188
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,10151.5352071475,2557.73583984375
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,10181.2640592651,2557.73583984375
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,10210.5277064733,2558.12890625
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,10237.3366728953,2557.71752929688
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,10247.6570117457,2557.67846679688
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,10272.45758165,2558.15991210938
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,10280.5031911184,2557.82470703125
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,10311.5224119495,2557.95166015625
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,10345.2904983163,2557.12158203125
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,10375.9968552488,2557.12158203125
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,10407.7530470003,2557.34521484375
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,10437.7462522049,2557.40478515625
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,10463.8718789891,2557.10473632812
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,10482.5724600676,2558.84985351562
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,10500.7721947493,2557.56909179688
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,10525.4279940923,2558.49877929688
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,10543.8378878397,2557.99633789062
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,10568.7375186132,2557.99633789062
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,10595.6083303848,2557.81494140625
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,10611.9265650792,2558.28735351562
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,10638.0388895582,2557.40087890625
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,10656.3324617563,2557.76098632812
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,10679.8397449642,2558.14599609375
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,10699.6864303169,2560.10961914062
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,10720.44559627,2560.10961914062
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,10748.0364868032,2560.419921875
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,10777.731247708,2559.81005859375
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,10807.8683059561,2559.66528320312
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,10813.4870348869,2559.66528320312
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,10843.2616031277,2559.79150390625
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,10874.0640441849,2558.81884765625
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,10903.9938816862,2558.81884765625
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,10934.1738606452,2557.92944335938
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,10964.3354999209,2557.21459960938
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,10995.9839002849,2557.31372070312
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,11033.1168549817,2558.44091796875
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,11057.2264896146,2558.72241210938
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,11081.3701407747,2558.72241210938
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,11097.8006408329,2560.79150390625
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,11124.0543997827,2558.93627929688
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,11155.0313065167,2557.75366210938
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,11182.3316125749,2558.39916992188
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,11195.1595969121,2559.76806640625
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,11221.1763444272,2559.09692382812
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,11250.6515023058,2558.37939453125
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,11254.8460065349,2557.49462890625
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,11284.8506480862,2557.4814453125
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,11315.6339594307,2557.28100585938
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,11346.093022589,2556.71459960938
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,11376.7115092617,2556.71459960938
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,11407.949053025,2556.80688476562
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,11435.4890294676,2557.20629882812
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,11452.1764061802,2556.85009765625
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,11477.021533295,2556.92919921875
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,11497.2750648409,2558.45166015625
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,11520.059734495,2561.24267578125
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,11540.257549864,2561.24267578125
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,11563.4306271283,2557.46826171875
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,11589.4665167408,2558.25268554688
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,11605.6379508252,2562.75317382812
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,11629.6496271061,2558.17138671875
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,11654.4938215466,2564.02172851562
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,11669.2428389156,2561.27197265625
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,11696.5011190921,2557.9833984375
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,11718.1561221051,2557.25024414062
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,11742.9460973744,2557.25024414062
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,11773.4625662785,2557.20703125
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,11804.798495563,2557.57470703125
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,11836.5001966323,2557.5009765625
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,11866.9504149701,2557.04418945312
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,11897.7635836931,2557.41284179688
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,11929.324749772,2556.90185546875
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,11960.3125519141,2557.3759765625
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,11990.0908274628,2556.81103515625
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,12020.2866899538,2558.00366210938
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,12026.0186929242,2557.6826171875
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,12058.7019745117,2557.6826171875
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,12085.6836477785,2557.1708984375
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,12104.4401096086,2557.79467773438
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,12127.162732903,2557.00708007812
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,12150.1236824945,2557.00341796875
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,12170.3210110897,2557.01049804688
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,12192.6201156152,2557.13330078125
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,12216.7593767274,2558.0546875
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,12232.3414079546,2558.0546875
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,12258.7887492507,2557.0888671875
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,12286.1336928625,2556.84521484375
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,12300.3809513961,2557.705078125
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,12328.3722141569,2557.31811523438
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,12360.4666058732,2557.09741210938
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,12366.9815242274,2557.392578125
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,12397.0823015478,2557.27905273438
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,12429.8941852035,2556.76489257812
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,12455.7697724822,2557.658203125
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,12476.5707014949,2557.658203125
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,12498.5552370767,2556.92236328125
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,12523.7631004437,2556.97021484375
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,12536.9786606255,2557.55786132812
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,12565.0116887352,2557.23779296875
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,12594.9314108313,2557.29809570312
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,12624.9733113348,2557.63256835938
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,12653.5669218812,2558.30615234375
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,12662.867439647,2557.76025390625
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,12692.051616431,2556.78564453125
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,12721.4541147132,2557.10961914062
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,12748.6727312302,2557.01635742188
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,12772.1534719608,2557.212890625
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,12806.6509912663,2557.34741210938
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,12836.1780299214,2557.34741210938
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,12862.9094687422,2561.34619140625
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,12878.8275406849,2561.34619140625
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,12902.0289560187,2559.9580078125
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,12927.7060115011,2558.04150390625
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,12956.0694306575,2558.04150390625
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,12970.4707462387,2560.47338867188
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,12995.1603437986,2557.64916992188
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,13022.5528169526,2558.63720703125
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,13052.417902978,2558.69873046875
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,13060.8195901583,2557.71313476562
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,13090.1623095626,2557.90258789062
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,13120.0948241784,2559.26025390625
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,13150.6220395035,2558.26953125
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,13177.4370353338,2556.84936523438
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,13190.5931402287,2557.36352539062
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,13217.5573036357,2557.93725585938
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,13236.7435038609,2558.73364257812
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,13260.3653242386,2558.73364257812
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,13283.367926787,2558.53515625
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,13308.4520954858,2558.66064453125
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,13332.905270759,2556.97436523438
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,13354.0646419259,2559.68481445312
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,13371.251057266,2558.02172851562
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,13397.0999258931,2558.84619140625
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,13422.989633296,2559.0654296875
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,13439.5324761469,2556.52294921875
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,13466.0977146246,2556.96752929688
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,13496.9087392056,2557.32543945312
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,13503.1245908823,2557.32543945312
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,13535.3262601249,2557.451171875
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,13565.0970215289,2556.26684570312
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,13595.3455111061,2556.26684570312
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,13625.2239815246,2557.20581054688
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,13632.8473100899,2557.20458984375
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,13663.1859018928,2557.4375
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,13687.2280196899,2558.21826171875
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,13706.6701535996,2557.37231445312
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,13732.5628218693,2558.00317382812
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,13747.1919415858,2557.271484375
