name,Decade,count,unique,min,max,range,sum,mean,median,stddev,minority,majority,q1,q3,iqr
W33,1970,10,10,0.0371637115396351,0.0546577859297897,0.0174940743901546,0.471314009383369,0.0471314009383369,0.0456441522948786,0.00513610971313752,0.0371637115396351,0.0371637115396351,0.0440891164791607,0.052120349703045,0.0080312332238843
W14,1970,10,10,0.0619261363520879,0.0811562659609928,0.0192301296089049,0.714387370669774,0.0714387370669774,0.0694754894405843,0.00704985727830905,0.0619261363520879,0.0619261363520879,0.0645912734513163,0.079780495291098,0.0151892218397817
W28,1970,10,10,0.0549782674549989,0.0739823392673509,0.019004071812352,0.643276491568,0.0643276491568,0.0624229659800189,0.006165810207604,0.0549782674549989,0.0549782674549989,0.0600675558677748,0.0714611033695311,0.0113935475017563
W23,1970,10,10,0.0465922893915097,0.0649747048706549,0.0183824154791452,0.562629456403042,0.0562629456403042,0.0546691828568302,0.00552198670912813,0.0465922893915097,0.0465922893915097,0.0529631280040129,0.0625396845947329,0.00957655659072
W34,1970,10,10,0.0550672488752748,0.0740786138921973,0.0190113650169225,0.644133813795629,0.0644133813795629,0.0625012433156366,0.00617360104766827,0.0550672488752748,0.0550672488752748,0.0601473348215219,0.0715558778028929,0.011408542981371
W37,1970,10,10,0.0512842875341328,0.0708468989603834,0.0195626114262506,0.609922238008203,0.0609922238008203,0.0590772822417542,0.00590629226067506,0.0512842875341328,0.0512842875341328,0.0578555497309988,0.0676061998977837,0.0097506501667849
W36,1970,10,10,0.0736920096678654,0.098793264944106,0.0251012552762406,0.865297445678148,0.0865297445678148,0.0831147698918353,0.00857313082695673,0.0736920096678654,0.0736920096678654,0.0806132117286322,0.0960713725071398,0.0154581607785076
W10,1970,10,10,0.0588854687812266,0.0811558357090685,0.0222703669278419,0.696412419085386,0.0696412419085386,0.0684288096526866,0.00656228207524303,0.0588854687812266,0.0588854687812266,0.0657340901088896,0.0771107140462841,0.0113766239373945
W25,1970,10,10,0.073234531331152,0.0981657464696659,0.0249312151385139,0.847799496256832,0.0847799496256832,0.081597162828641,0.00822232700961757,0.073234531331152,0.073234531331152,0.0801420008216661,0.0936800718653112,0.0135380710436451
W4,1970,10,10,0.0747108294422906,0.101735897360692,0.0270250679184014,0.885111306198224,0.0885111306198224,0.0857431798773904,0.00970693584661208,0.0747108294422906,0.0747108294422906,0.0800345009803917,0.0989593297968386,0.0189248288164469
W5,1970,10,10,0.107000669074894,0.13994233425444,0.032941665179546,1.25124236620897,0.125124236620897,0.125279602910143,0.0123080953364932,0.107000669074894,0.107000669074894,0.112249789980132,0.139154569238721,0.026904779258589
W29,1970,10,10,0.095818413178707,0.127469827393482,0.031651414214775,1.13139789281526,0.113139789281526,0.111937643860308,0.0109492540188193,0.095818413178707,0.095818413178707,0.10376601665175,0.123856282104361,0.020090265452611
W22,1970,10,10,0.0857765715913642,0.114509471952559,0.0287329003611948,1.01145256078072,0.101145256078072,0.0988764086731369,0.00985466775335835,0.0857765715913642,0.0857765715913642,0.0933455843655649,0.111354969360142,0.0180093849945771
W17,1970,10,10,0.0845820693375126,0.112660787437178,0.0280787180996654,0.991457956803461,0.0991457956803461,0.0970429172473928,0.00951786900709368,0.0845820693375126,0.0845820693375126,0.0923526818973151,0.109083690972772,0.0167310090754569
W31,1970,10,10,0.0734984659356991,0.0987672153860328,0.0252687494503337,0.845574678736735,0.0845574678736735,0.0814648595405738,0.00817928529360349,0.0734984659356991,0.0734984659356991,0.0803671269677575,0.0931703771930184,0.0128032502252609
W7,1970,10,10,0.0896774569616641,0.116925218489566,0.0272477615279019,1.03456805351498,0.103456805351498,0.102916800973939,0.00931903426732937,0.0896774569616641,0.0896774569616641,0.0963302835695703,0.11300400624205,0.0166737226724797
W16,1970,10,10,0.0786526055485473,0.103576352415088,0.0249237468665407,0.898133022495665,0.0898133022495665,0.0874967671114962,0.00833867611882654,0.0786526055485473,0.0786526055485473,0.0848412768097174,0.0986924893717911,0.0138512125620737
W24,1970,10,10,0.119051183884342,0.156077651462207,0.037026467577865,1.38175676212025,0.138175676212025,0.141255433205515,0.0130491854650373,0.119051183884342,0.119051183884342,0.127186964654053,0.149697181923936,0.022510217269883
W9,1970,10,10,0.278507098245124,0.382670076563954,0.10416297831883,3.26796891540289,0.326796891540289,0.328225648806741,0.037693893452268,0.278507098245124,0.278507098245124,0.286490179443111,0.358109874495616,0.071619695052505
W15,1970,10,10,0.136296908992032,0.17326058804368,0.036963679051648,1.57407992659136,0.157407992659136,0.164272672031074,0.0152148443503572,0.136296908992032,0.136296908992032,0.139882226319362,0.172617841201524,0.032735614882162
W35,1970,10,10,0.128418182409335,0.163904030842825,0.03548584843349,1.48384940418979,0.148384940418979,0.153674683744976,0.0142525955395327,0.128418182409335,0.128418182409335,0.13283994224775,0.162447193079952,0.029607250832202
W8,1970,10,10,0.179065072210505,0.23587445076555,0.056809378555045,2.08729533711448,0.208729533711448,0.215785043896175,0.0218038148823292,0.179065072210505,0.179065072210505,0.187041227705776,0.228459045290947,0.041417817585171
W18,1970,10,10,0.275335875339806,0.375530257821083,0.100194382481277,3.22684239689261,0.322684239689261,0.325278586242348,0.0370292281730643,0.275335875339806,0.275335875339806,0.283137239515781,0.354335505515337,0.071198265999556
W30,1970,10,10,0.226872421510052,0.320122872304637,0.093250450794585,2.69082931632874,0.269082931632875,0.268102406553225,0.0347162467608566,0.226872421510052,0.226872421510052,0.233036693418398,0.301728644233663,0.068691950815265
W1,1980,10,10,0.021787517316018,0.0431691940951465,0.0213816767791285,0.345920899359038,0.0345920899359038,0.0354261457881265,0.00654656061093102,0.021787517316018,0.021787517316018,0.0297297247064606,0.0400048829227059,0.0102751582162453
W3,1980,10,10,0.0296221273641538,0.0503447976850067,0.0207226703208529,0.417574292839769,0.0417574292839769,0.042609816341723,0.0069220730486675,0.0296221273641538,0.0296221273641538,0.0359958100224039,0.0479853767842606,0.0119895667618567
W21,1980,10,10,0.031416271731747,0.0513629631708029,0.0199466914390559,0.438600557313195,0.0438600557313195,0.0455444272727815,0.00642363763854152,0.031416271731747,0.031416271731747,0.0391956946680797,0.0490775291032093,0.0098818344351296
W13,1980,10,10,0.0268265439446266,0.0495128377573235,0.0226862938126969,0.389568432351863,0.0389568432351863,0.0391555561018399,0.00730831025576608,0.0268265439446266,0.0268265439446266,0.0313083954508542,0.0451086435891487,0.0138002481382945
W27,1980,10,10,0.0287688869284461,0.054256423725746,0.0254875367972999,0.417076941987029,0.0417076941987029,0.0414469401002858,0.00786829895236231,0.0287688869284461,0.0287688869284461,0.0346881742589169,0.0461873270105565,0.0114991527516396
W19,1980,10,10,0.0344969585157368,0.0650077253982438,0.030510766882507,0.497067247587431,0.0497067247587431,0.0479351143585293,0.00905863267251946,0.0344969585157368,0.0344969585157368,0.0447573145035074,0.0531350006038087,0.0083776861003013
W2,1980,10,10,0.056553308696796,0.0967287120098865,0.0401754033130905,0.731787985598198,0.0731787985598198,0.0708232790930192,0.0126768732507268,0.056553308696796,0.056553308696796,0.0658859740942712,0.0751648480460665,0.0092788739517953
W11,1980,10,10,0.0421500020548609,0.0785152405335671,0.0363652384787062,0.586459708453947,0.0586459708453947,0.0569208771109578,0.0110401383713983,0.0421500020548609,0.0421500020548609,0.0526272402791743,0.0598292329877248,0.0072019927085505
W26,1980,10,10,0.0352002082079283,0.0658355621177169,0.0306353539097886,0.497798775492276,0.0497798775492276,0.0485277167852094,0.00917969330429558,0.0352002082079283,0.0352002082079283,0.0452677495666904,0.0515145167815387,0.0062467672148483
W20,1980,10,10,0.0448982587473343,0.0793504326221975,0.0344521738748632,0.599403088267714,0.0599403088267714,0.0585312503684872,0.010348717375978,0.0448982587473343,0.0448982587473343,0.0544622174067183,0.0601612348462251,0.0056990174395068
W6,1980,10,10,0.022970068501308,0.0415030705432093,0.0185330020419013,0.350375637315053,0.0350375637315053,0.0372890926082615,0.00580457630986372,0.022970068501308,0.022970068501308,0.0323622733509783,0.0398669885859507,0.0075047152349724
W32,1980,10,10,0.0395523957042753,0.0700080138282157,0.0304556181239404,0.530881234156848,0.0530881234156848,0.0510709997090806,0.00917179379303769,0.0395523957042753,0.0395523957042753,0.0482393166487271,0.0567248940958521,0.008485577447125
W12,1980,10,10,0.0571584544906467,0.0849189806693193,0.0277605261786726,0.685692648719695,0.0685692648719695,0.0684952793516807,0.00861891492433681,0.0571584544906467,0.0571584544906467,0.0624093900878137,0.0710334918638087,0.00862410177599499
W33,1980,10,10,0.0301954862812787,0.0510045059142256,0.0208090196329469,0.419096873610272,0.0419096873610272,0.0427043366690324,0.00655588239446434,0.0301954862812787,0.0301954862812787,0.0384870192795842,0.0471847296735857,0.0086977103940015
W14,1980,10,10,0.0556638276760287,0.0817722551672148,0.0261084274911861,0.705868561078335,0.0705868561078335,0.0727011381989955,0.0077468654661161,0.0556638276760287,0.0556638276760287,0.0627438564942288,0.0746998117574997,0.0119559552632709
W28,1980,10,10,0.0467285227498227,0.069413980304223,0.0226854575544003,0.605501649094443,0.0605501649094443,0.0631815174739263,0.0072911924815387,0.0467285227498227,0.0467285227498227,0.0537819768763954,0.0643739888931705,0.0105920120167751
W23,1980,10,10,0.0393257586127626,0.058614820318585,0.0192890617058224,0.511007412010876,0.0511007412010876,0.053854745415913,0.00662789856064551,0.0393257586127626,0.0393257586127626,0.0458445400464651,0.0551820536585538,0.0093375136120887
W34,1980,10,10,0.0468055630335578,0.0695253903977568,0.022719827364199,0.606493630330073,0.0606493630330073,0.0632734308019275,0.00729889278861823,0.0468055630335578,0.0468055630335578,0.0538646844215686,0.0644756213296201,0.0106109369080515
W37,1980,10,10,0.0424976694953825,0.0627401995268136,0.0202425300314311,0.556792723239354,0.0556792723239354,0.0585042374464399,0.00712130741757759,0.0424976694953825,0.0424976694953825,0.049198043149504,0.0605886700964654,0.0113906269469614
W36,1980,10,10,0.0667203691555182,0.0980569424573329,0.0313365733018147,0.862140838566116,0.0862140838566116,0.0894353630646942,0.00953417149801769,0.0667203691555182,0.0667203691555182,0.0774014743510629,0.0919598073232916,0.0145583329722287
W10,1980,10,10,0.0485825283867592,0.0740801941719833,0.0254976657852241,0.637983465709107,0.0637983465709107,0.0655312055023382,0.00860540103906558,0.0485825283867592,0.0485825283867592,0.0552094674785617,0.0719605867634522,0.0167511192848905
W25,1980,10,10,0.0638591185191209,0.0944275383734785,0.0305684198543576,0.830388793421735,0.0830388793421735,0.0858600078686979,0.00955469305969987,0.0638591185191209,0.0638591185191209,0.0731816643799243,0.0890311535800878,0.0158494892001635
W4,1980,10,10,0.0728002477276881,0.104228397662297,0.0314281499346089,0.897650130477671,0.089765013047767,0.0902360204095196,0.00872426324762597,0.0728002477276881,0.0728002477276881,0.0830641116046531,0.095100404117359,0.0120362925127059
W5,1980,10,10,0.0937555388210808,0.138112492851952,0.0443569540308712,1.17411992980821,0.117411992980821,0.118731611270502,0.0111399653559571,0.0937555388210808,0.0937555388210808,0.114042764596772,0.122814103948272,0.0087713393515
W29,1980,10,10,0.0843312465384133,0.126704561052698,0.0423733145142847,1.082221651996,0.1082221651996,0.111050062709912,0.0111456898850968,0.0843312465384133,0.0843312465384133,0.102104764135916,0.112159148670639,0.010054384534723
W22,1980,10,10,0.0765274724130473,0.113905912899125,0.0373784404860777,0.98473640260829,0.098473640260829,0.101505673328314,0.0103644567407658,0.0765274724130473,0.0765274724130473,0.0911467173715871,0.103308092900154,0.0121613755285669
W17,1980,10,10,0.0742102254987196,0.11068924220704,0.0364790167083204,0.957116255592408,0.0957116255592408,0.0989616041716442,0.0102872890652475,0.0742102254987196,0.0742102254987196,0.0871782119233046,0.100504083545307,0.0133258716220024
W31,1980,10,10,0.0629395422292868,0.093407064909115,0.0304675226798282,0.821332190345851,0.0821332190345851,0.0848018525575748,0.00968402325031652,0.0629395422292868,0.0629395422292868,0.0717308928724373,0.088395922328345,0.0166650294559077
W7,1980,10,10,0.0744860084429681,0.107884904493263,0.0333988960502949,0.935880343502363,0.0935880343502363,0.0953736084002514,0.0102274327918173,0.0744860084429681,0.0744860084429681,0.082598328250583,0.102692574760144,0.020094246509561
W16,1980,10,10,0.0653955863769295,0.097381262192249,0.0319856758153195,0.847817458501381,0.0847817458501381,0.0878709843657224,0.00980008341080297,0.0653955863769295,0.0653955863769295,0.0743231927134153,0.0901700083118455,0.0158468155984302
W24,1980,10,10,0.0973936975157507,0.147246166908493,0.0498524693927423,1.22977230953984,0.122977230953984,0.123969231344139,0.0126475008029819,0.0973936975157507,0.0973936975157507,0.114165517811974,0.129709830352415,0.015544312540441
W9,1980,10,10,0.236311183776706,0.328510285820812,0.092199102044106,2.74613288138062,0.274613288138062,0.26347454637289,0.0262609117660787,0.236311183776706,0.236311183776706,0.258717689663172,0.29819835924233,0.039480669579158
W15,1980,10,10,0.105217050295323,0.167340136598795,0.062123086303472,1.33720553092038,0.133720553092038,0.13141906618451,0.0153017919780419,0.105217050295323,0.105217050295323,0.126645245434095,0.142194764999052,0.015549519564957
W35,1980,10,10,0.101324723061246,0.159237838814714,0.057913115753468,1.28979596837564,0.128979596837564,0.126739843553462,0.0140879997995811,0.101324723061246,0.101324723061246,0.124139345860814,0.135718800453829,0.011579454593015
W8,1980,10,10,0.136696957517415,0.216376319061965,0.07967936154455,1.70918500190601,0.170918500190601,0.166256729164161,0.0202745711331244,0.136696957517415,0.136696957517415,0.16118457634002,0.186836979119107,0.025652402779087
W18,1980,10,10,0.229284689761698,0.325406543444842,0.096121853683144,2.68802471435629,0.268802471435629,0.257062576711177,0.0268291749813498,0.229284689761698,0.229284689761698,0.253748322837055,0.292631322517991,0.038882999680936
