name,Decade,Year,count,unique,min,max,range,sum,mean,median,stddev,minority,majority,q1,q3,iqr
W1,1950,1950,12,12,0.0016787001707901,0.0075892694294452,0.0059105692586551,0.0563123297567161,0.00469269414639301,0.0049246881778041,0.0020888171231544,0.0016787001707901,0.0016787001707901,0.00268030085135245,0.0067063157136241,0.00402601486227165
W3,1950,1950,12,12,0.0024057183594691,0.0085171377181126,0.0061114193586435,0.0639268648446066,0.00532723873705055,0.00505659006881645,0.00222239657434437,0.0024057183594691,0.0024057183594691,0.00313217904737645,0.00763154263608465,0.0044993635887082
W21,1950,1950,12,12,0.0023345579179657,0.0086050627685163,0.0062705048505506,0.0668409180466782,0.00557007650388985,0.0053348755095586,0.00217674913629225,0.0023345579179657,0.0023345579179657,0.003707247977984,0.00775008283414905,0.00404283485616505
W13,1950,1950,12,12,0.001867350104821,0.0093204310494128,0.0074530809445918,0.0641536350228137,0.00534613625190114,0.00485886066967675,0.00258198626835807,0.001867350104821,0.001867350104821,0.0030834788632239,0.00758238375602175,0.00449890489279785
W27,1950,1950,12,12,0.0019071430433541,0.009900901466608,0.0079937584232539,0.0662016168935219,0.00551680140779349,0.00508096860721705,0.00276935788153661,0.0019071430433541,0.0019071430433541,0.002990711655002,0.0076610189862549,0.0046703073312529
W19,1950,1950,12,12,0.0016234948307248,0.011405069362097,0.0097815745313722,0.0707598258306608,0.00589665215255507,0.0057276981312536,0.00296054320371536,0.0016234948307248,0.0016234948307248,0.0034026771545229,0.0079580129111931,0.0045553357566702
W2,1950,1950,12,12,0.0023496255744248,0.0154737209280332,0.0131240953536084,0.0926824799583598,0.00772353999652998,0.00723558524623505,0.00358208379290448,0.0023496255744248,0.0023496255744248,0.00481363777847335,0.00993700449665385,0.0051233667181805
W11,1950,1950,12,12,0.0014024885390956,0.0136606373613407,0.0122581488222451,0.0786453061014224,0.00655377550845187,0.00624830650575845,0.00345081647256867,0.0014024885390956,0.0014024885390956,0.00380346335196815,0.0086216372080518,0.00481817385608365
W26,1950,1950,12,12,0.0016303031754342,0.0117325862559782,0.010102283080544,0.0722253299215409,0.00601877749346174,0.0056515015198764,0.00308849514611968,0.0016303031754342,0.0016303031754342,0.00336427098959125,0.00812098463377015,0.0047567136441789
W20,1950,1950,12,12,0.0020393041530103,0.0132958137187219,0.0112565095657116,0.0813826372817147,0.00678188644014289,0.0063412881654232,0.00327485982617643,0.0020393041530103,0.0020393041530103,0.00402222779460415,0.00880170447383805,0.0047794766792339
W6,1950,1950,12,12,0.0012305576819926,0.00818189419806,0.0069513365160674,0.0570297921076413,0.00475248267563678,0.00510923642044265,0.0024304459096521,0.0012305576819926,0.0012305576819926,0.0023386260339369,0.00675071015333135,0.00441208411939445
W32,1950,1950,12,12,0.0017797280318168,0.0119323991318714,0.0101526711000546,0.075973904166387,0.00633115868053225,0.00599221866226785,0.00312667859684598,0.0017797280318168,0.0017797280318168,0.00366478049383135,0.0085722562726664,0.00490747577883505
W12,1950,1950,12,12,0.002745470787465,0.0118787966172626,0.0091333258297976,0.0878953889073447,0.00732461574227873,0.00691328296121825,0.002830854946863,0.002745470787465,0.002745470787465,0.00491547728677395,0.00959127259214485,0.0046757953053709
W33,1950,1950,12,12,0.001278340652211,0.0094083547658861,0.0081300141136751,0.0645757733839759,0.00538131444866466,0.00558707652353515,0.00274299607913471,0.001278340652211,0.001278340652211,0.0027559953536547,0.0076299020801145,0.0048739067264598
W14,1950,1950,12,12,0.0011068607640792,0.0115416297487323,0.0104347689846531,0.0871075543465627,0.00725896286221356,0.0078561885816395,0.00322796148348984,0.0011068607640792,0.0011068607640792,0.0042925427367506,0.0099057696142507,0.0056132268775001
